provider_id	model_or_deployment_id	capability_id	capability_name	embedded_or_separate	toggle_mechanism	minimal_toggle_snippet	streaming_support	prereqs_or_allowlist	docs_url	last_updated_or_version	confidence	notes
gcp_vertex	veo-2.0	video_gen	Video Generation	SEPARATE	Vertex Video API	{"prompt": "..."}	none	GCP IAM	Oct 2025	High	Veo is separate API.
aws_bedrock	us.amazon.nova-pro-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Dec 2025	High	US inference profile.
aws_bedrock	us.amazon.nova-lite-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
aws_bedrock	anthropic.claude-3-7-sonnet-20250219-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Feb 2025	High	
aws_bedrock	us.amazon.nova-pro-v1:0	video_input	Video Input	EMBEDDED	Add video block	{"messages": [{"content": [{"video": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
aws_bedrock	us.amazon.nova-2-omni-v1:0	video_input	Video Input	EMBEDDED	Add video block	{"messages": [{"content": [{"video": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
gcp_vertex	gemini-3-pro-preview	long_context_cache	Long Context / Caching	EMBEDDED	Add cachedContent	{"cachedContent": "..."}	token	GCP IAM	Dec 2025	High	1M context.
gcp_vertex	gemini-2.5-pro	long_context_cache	Long Context / Caching	EMBEDDED	Add cachedContent	{"cachedContent": "..."}	token	GCP IAM	June 2025	High	
aws_bedrock	anthropic.claude-3-7-sonnet-20250219-v1:0	long_context_cache	Long Context / Caching	SEPARATE	Prompt Management / Flows	(Bedrock Feature)	token	AWS SigV4	Feb 2025	Medium	Bedrock-level prompt caching.
aws_bedrock	us.amazon.nova-premier-v1:0	web_grounding	Web Grounding	EMBEDDED	Add nova_grounding Tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "nova_grounding"}}]}}	token	AWS SigV4	Dec 2025	High	Requires bedrock:InvokeTool.
aws_bedrock	us.amazon.nova-lite-v1:0	code_exec	Code Interpretation	EMBEDDED	Add nova_code_interpreter Tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "nova_code_interpreter"}}]}}	token	AWS SigV4	Dec 2025	High	System Tool.
